name,vendor,generation,socket,lithography,cores,threads,base_clock_ghz,boost_clock_ghz,tdp_w,memory_types,max_memory_gb,memory_channels,ecc_support,has_igpu,url
Xeon BX80532KC1800DU SL6EL RN80532KC033512 SL6EL,Intel,,LGA 771,,,,,1.8,,,,,,,
Xeon BX80532KC1900E SL6H2 RN80532KC0371M SL6H2,Intel,,LGA 771,,,,,1.9,,,,,,,
Xeon BX80532KC1900E SL6KC,Intel,,LGA 771,,,,,1.9,,,,,,,
Xeon BX80532KC2000D SL5Z9 BX80532KC2000DU SL5Z9,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000D SL623,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000D SL6JY,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000D SL6YT BX80532KC2000DU SL6YT,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000DU SL6EM RN80532KC041512 SL6EM,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000E SL6YJ RN80532KC0411M SL6YJ,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000E SL6Z6,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000F SL66Z RN80532KC0412M SL66Z,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2000F SL6KD,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC2200D SL5ZA BX80532KC2200DU SL5ZA,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2200D SL624 BX80532KC2200DU SL624,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2200D SL6JZ BX80532KC2200DU SL6JZ,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2200D SL6YU BX80532KC2200DU SL6YU,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2200DU SL6EN RN80532KC049512 SL6EN,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2200F SL7A5 RN80532KC0492M SL7A5,Intel,,LGA 771,,,,,2.2,,,,,,,
Xeon BX80532KC2400D SL65T BX80532KC2400DU SL65T,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2400D SL687 BX80532KC2400DU SL687,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2400D SL6EP BX80532KC2400DU SL6EP,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2400D SL6K2 BX80532KC2400DU SL6K2,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2400D SL6YV BX80532KC2400DU SL6YV,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2400DU SL6W8 RN80532KC056512 SL6W8,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KC2500E SL6Z2 RN80532KC0601M SL6Z2,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon BX80532KC2500E SL6Z7,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon BX80532KC2600D SL6EQ BX80532KC2600DU SL6EQ,Intel,,LGA 771,,,,,2.6,,,,,,,
Xeon BX80532KC2600D SL6K3 BX80532KC2600DU SL6K3,Intel,,LGA 771,,,,,2.6,,,,,,,
Xeon BX80532KC2600D SL6YW BX80532KC2600DU SL6YW,Intel,,LGA 771,,,,,2.6,,,,,,,
Xeon BX80532KC2600DU SL6W9 RN80532KC064512 SL6W9,Intel,,LGA 771,,,,,2.6,,,,,,,
Xeon BX80532KC2700F SL79Z RN80532KC0682M SL79Z,Intel,,LGA 771,,,,,2.7,,,,,,,
Xeon BX80532KC2800D SL6M7 BX80532KC2800DU SL6M7,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KC2800D SL6MS BX80532KC2800DU SL6MS,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KC2800D SL6YX BX80532KC2800DU SL6YX,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KC2800F SL6YL RN80532KC0722M SL6YL,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KC2800F SL6Z8,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KC3000D SL6VW RN80532KC080512 SL6VW,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80532KC3000D SL6WB RN80532KC080512 SL6WB,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80532KC3000D SL6YY,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80532KC3000DU SL6X4,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80532KC3000H SL79V RN80532KC0804M SL79V,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80532KE2000D SL6NP BX80532KE2000DU SL6NP,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2000D SL6RQ BX80532KE2000DU SL6RQ,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2000D SL6VK BX80532KE2000DU SL6VK,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2000D SL6YM BX80532KE2000DU SL6YM,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2000D SL72C BX80532KE2000DU SL72C,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2000D SL73K,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KE2400D SL6GD BX80532KE2400DU SL6GD,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400D SL6NQ BX80532KE2400DU SL6NQ,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400D SL6VL BX80532KE2400DU SL6VL,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400D SL6YN BX80532KE2400DU SL6YN,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400D SL72D BX80532KE2400DU SL72D,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400D SL73L BX80532KE2400DU SL73L,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400E SL7D4 BX80532KE2400EU SL7D4,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2400E SL7DF BX80532KE2400EU SL7DF,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon BX80532KE2667D SL6GF BX80532KE2667DU SL6GF,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2667D SL6NR BX80532KE2667DU SL6NR,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2667D SL6VM BX80532KE2667DU SL6VM,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2667D SL6YP BX80532KE2667DU SL6YP,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2667D SL72E BX80532KE2667DU SL72E,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2667D SL73M BX80532KE2667DU SL73M,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon BX80532KE2800D SL6GG BX80532KE2800DU SL6GG,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800D SL6NS BX80532KE2800DU SL6NS,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800D SL6VN BX80532KE2800DU SL6VN,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800D SL6YQ BX80532KE2800DU SL6YQ,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800D SL72F BX80532KE2800DU SL72F,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800D SL73N BX80532KE2800DU SL73N,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800E SL7D5 BX80532KE2800EU SL7D5,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE2800E SL7DG BX80532KE2800EU SL7DG,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80532KE3066D SL6GH RK80532KE083512 SL6GH,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3066D SL6RR,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3066D SL6VP RK80532KE083512 SL6VP,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3066D SL6YR,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3066E SL72G RK80532KE0831M SL72G,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3066E SL73P BX80532KE3066EU SL73P,Intel,,LGA 771,,,,,3.067,,,,,,,
Xeon BX80532KE3200E SL72Y RK80532KE0881M SL72Y,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80532KE3200E SL73Q BX80532KE3200EU SL73Q,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80532KE3200F SL7AE BX80532KE3200FU SL7AE,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80532KE3200F SL7BW,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80546KG2800EP SL7DV BX80546KG2800EU SL7DV,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon BX80546KG3000EU SL7DW BX80546KG3000EA SL7DW,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80546KG3000FA SL8P6 BX80546KG3000FP SL8P6,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80546KG3000FP SL8ZQ BX80546KG3000FU SL8ZQ,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80546KG3200EA SL7DX RK80546KG0881M SL7DX,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80546KG3200FA SL8P5 BX80546KG3200FP SL8P5,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80546KG3200FA SL8ZP BX80546KG3200FP SL8ZP,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon BX80546KG3400EU SL7DY BX80546KG3400EP SL7DY,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon BX80546KG3400FA SL7ZK BX80546KG3400FP SL7ZK,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon BX80546KG3400FA SL8P4 BX80546KG3400FP SL8P4,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon BX80546KG3600FA SL7ZJ BX80546KG3600FP SL7ZJ,Intel,,LGA 771,,,,,3.6,,,,,,,
Xeon BX80546KG3600FA SL8P3 BX80546KG3600FP SL8P3,Intel,,LGA 771,,,,,3.6,,,,,,,
Xeon BX805555020 SL92N,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon BX805565148A SL9PR BX805565148P SL9PR,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon BX80563X5365A SLAC3 BX80563X5365P SLAC3,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon BX80621E52403 SR0LS CM8062001048300 SR0LS,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon BX80621E52407 SR0LR CM8062001048200 SR0LR,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E52420 SR0LN CM8062001183000 SR0LN,Intel,,LGA 2011,,,,,1.9,,,,,,,
Xeon BX80621E52430 SR0LM CM8062001122601 SR0LM,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E52440 SR0LK CM8062000862604 SR0LK,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon BX80621E52450 SR0LJ CM8062000862501 SR0LJ,Intel,,LGA 2011,,,,,2.1,,,,,,,
Xeon BX80621E52470 SR0LG CM8062007187242 SR0LG,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon BX80621E54603 SR0LF CM8062101190400 SR0LF,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon BX80621E54607 SR0JL CM8062101038501 SR0JL,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E54607 SR0KU CM8062101038501 SR0KU,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E54610 SR0JJ CM8062100862401 SR0JJ,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon BX80621E54610 SR0KS CM8062100862401 SR0KS,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon BX80621E54620 SR0JP CM8062101145500 SR0JP,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E54620 SR0L4 CM8062101145500 SR0L4,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon BX80621E54640 SR0JK CM8062101038303 SR0JK,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon BX80621E54640 SR0KT CM8062101038303 SR0KT,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon BX80621E54650 SR0KJ CM8062107184516 SR0KJ,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon BX80621E54650L SR0JN CM8062101144700 SR0JN,Intel,,LGA 2011,,,,,2.6,,,,,,,
Xeon BX80621E54650L SR0L3 CM8062101144700 SR0L3,Intel,,LGA 2011,,,,,2.6,,,,,,,
Xeon CM80616005010AA SLBQQ BX80616L3406 SLBQQ,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon CM80616005010AA SLBT8 BX80616L3406 SLBT8,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon CM80616005496AB SLBRX,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon CM8061907184014 QA8V,Intel,,LGA 1366,,,,,2.3,,,,,,,
Xeon CM8062000862912 SR0LL,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062000911406 SR0M5,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062007187409 SR0M2,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062007187509 SR0M3,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062007283711 SR0LH,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062100854802 SR0H3,Intel,,LGA 2011,,,,,2.9,,,,,,,
Xeon CM8062100854802 SR0KP,Intel,,LGA 2011,,,,,2.9,,,,,,,
Xeon CM8062100854905 SR0LX,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062100856203 QA82,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062100856205 QA8G,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062100856205 QA8J,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062100856218 SR0H4,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062100856218 SR0KQ BX80621E52650 SR0KQ,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062100856401 SR0H5,Intel,,LGA 2011,,,,,2.5,,,,,,,
Xeon CM8062100856401 SR0KR BX80621E52640 SR0KR,Intel,,LGA 2011,,,,,2.5,,,,,,,
Xeon CM8062100856501 SR0LB BX80621E52603 SR0LB,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062101038603 QAFF,Intel,,LGA 2011,,,,,3.0,,,,,,,
Xeon CM8062101038606 SR0LC,Intel,,LGA 2011,,,,,3.6,,,,,,,
Xeon CM8062101038801 SR0H6,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062101038801 SR0KV BX80621E52630 SR0KV,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062101042805 SR0LZ,Intel,,LGA 2011,,,,,2.1,,,,,,,
Xeon CM8062101048401 SR0H7,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062101048401 SR0KW BX80621E52620 SR0KW,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062101082703 QA8E,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062101082713 SR0H8,Intel,,LGA 2011,,,,,2.6,,,,,,,
Xeon CM8062101082713 SR0KX BX80621E52670 SR0KX,Intel,,LGA 2011,,,,,2.6,,,,,,,
Xeon CM8062101102002 SR0HC,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062101102002 SR0KZ,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062101122501 SR0HA,Intel,,LGA 2011,,,,,2.9,,,,,,,
Xeon CM8062101122501 SR0L0 BX80621E52690 SR0L0,Intel,,LGA 2011,,,,,2.9,,,,,,,
Xeon CM8062101143101 SR0HB,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon CM8062101143101 SR0L1 BX80621E52665 SR0L1,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon CM8062101143202 SR0LE,Intel,,LGA 2011,,,,,3.0,,,,,,,
Xeon CM8062101145700 SR0L5,Intel,,LGA 2011,,,,,2.9,,,,,,,
Xeon CM8062101229200 SR0QR BX80621E54650 SR0QR,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062101229300 SR0QS BX80621E54650L SR0QS,Intel,,LGA 2011,,,,,2.6,,,,,,,
Xeon CM8062101229400 SR0QT BX80621E54640 SR0QT,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon CM8062107184302 QA92,Intel,,LGA 2011,,,,,3.0,,,,,,,
Xeon CM8062107184308 QB7R,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8062107184308 SR0GX,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8062107184308 SR0KG BX80621E52687W SR0KG,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8062107184400 Q19D,Intel,,LGA 2011,,,,,1.6,,,,,,,
Xeon CM8062107184406 Q19E,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062107184420 QA8Z,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062107184420 QA90,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062107184424 QBEB,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062107184424 SR0GY,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062107184424 SR0KH BX80621E52680 SR0KH,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062107184516 QBEC,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062107184516 QBED,Intel,,LGA 2011,,,,,2.7,,,,,,,
Xeon CM8062107184801 QB7B,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon CM8062107184801 SR0GZ,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon CM8062107184801 SR0KK BX80621E52660 SR0KK,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon CM8062107185302 QA88,Intel,,LGA 2011,,,,,1.6,,,,,,,
Xeon CM8062107185302 QA89,Intel,,LGA 2011,,,,,1.6,,,,,,,
Xeon CM8062107185309 SR0H0,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062107185309 SR0KL,Intel,,LGA 2011,,,,,1.8,,,,,,,
Xeon CM8062107185403 QA7Z,Intel,,LGA 2011,,,,,1.9,,,,,,,
Xeon CM8062107185405 SR0H1,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062107185405 SR0KM,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon CM8062107185603 QAFP,Intel,,LGA 2011,,,,,3.0,,,,,,,
Xeon CM8062107185605 SR0L7,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062107186102 SR0L8,Intel,,LGA 2011,,,,,3.0,,,,,,,
Xeon CM8062107186502 SR0L9,Intel,,LGA 2011,,,,,2.8,,,,,,,
Xeon CM8062107186604 SR0LA BX80621E52609 SR0LA,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon CM8062107284111 SR0H2,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062107284111 SR0KN BX80621E51660 SR0KN,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062207184506 QA8Y,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8062300921702 SR00F BX80623E31220 SR00F,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8062301061800 SR00M,Intel,,LGA 2011,,,,,2.4,,,,,,,
Xeon CM8062301071705 SR055,Intel,,LGA 2011,,,,,3.6,,,,,,,
Xeon CM8062307261903 Q1HY,Intel,,LGA 2011,,,,,3.5,,,,,,,
Xeon CM8062307261903 SR00R BX80623E31280 SR00R,Intel,,LGA 2011,,,,,3.5,,,,,,,
Xeon CM8062307262003 Q1HX,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8062307262003 SR00P BX80623E31275 SR00P,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8062307262103 Q1HU,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062307262103 SR00L BX80623E31245 SR00L,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062307262206 Q1HR,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062307262206 SR00J BX80623E31235 SR00J,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062307262304 SR00G BX80623E31225 SR00G,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8062307262403 Q1HW,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8062307262403 SR00N BX80623E31270 SR00N,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8062307262503 Q1HS,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062307262503 SR00K BX80623E31240 SR00K,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8062307262610 Q1HQ,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062307262610 SR00H BX80623E31230 SR00H,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon CM8062307262828 SR070,Intel,,LGA 2011,,,,,2.2,,,,,,,
Xeon CM8063701098101 SR0P4 BX80637E31230V2 SR0P4,Intel,,LGA 2011,,,,,3.3,,,,,,,
Xeon CM8063701098201 SR0P5 BX80637E31240V2 SR0P5,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8063701098301 SR0P6 BX80637E31270V2 SR0P6,Intel,,LGA 2011,,,,,3.5,,,,,,,
Xeon CM8063701098404 SR0P7 BX80637E31280V2 SR0P7,Intel,,LGA 2011,,,,,3.6,,,,,,,
Xeon CM8063701098602 SR0P9 BX80637E31245V2 SR0P9,Intel,,LGA 2011,,,,,3.4,,,,,,,
Xeon CM8063701098702 SR0PA BX80637E31275V2 SR0PA,Intel,,LGA 2011,,,,,3.5,,,,,,,
Xeon CM8063701098906 SR0PB BX80637E31265LV2 SR0PB,Intel,,LGA 2011,,,,,2.5,,,,,,,
Xeon CM8063701099001 SR0R6,Intel,,LGA 2011,,,,,2.3,,,,,,,
Xeon CM8063701099101 SR0PC,Intel,,LGA 2011,,,,,3.7,,,,,,,
Xeon CM8063701133702 SR0PD,Intel,,LGA 2011,,,,,3.6,,,,,,,
Xeon CM8063701160503 SR0PH BX80637E31220V2 SR0PH,Intel,,LGA 2011,,,,,3.1,,,,,,,
Xeon CM8063701160603 SR0PJ BX80637E31225V2 SR0PJ,Intel,,LGA 2011,,,,,3.2,,,,,,,
Xeon E3110,Intel,,LGA 775,,2,,3.0,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E3120,Intel,,LGA 775,,2,,3.17,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5205,Intel,,LGA 771,,2,,1.87,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5220,Intel,,LGA 771,,2,,2.33,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5240,Intel,,LGA 771,,2,,3.0,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5310,Intel,,LGA 771,,4,,1.6,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5320,Intel,,LGA 771,,4,,1.87,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5330,Intel,,LGA 771,,4,,2.13,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5335,Intel,,LGA 771,,4,,2.0,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5340,Intel,,LGA 771,,4,,2.4,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5345,Intel,,LGA 771,,4,,2.33,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
"Xeon E5350, X5350",Intel,,LGA 771,,4,,2.67,,120,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5405,Intel,,LGA 771,,4,,2.0,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5410,Intel,,LGA 771,,4,,2.33,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5420,Intel,,LGA 771,,4,,2.5,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5430,Intel,,LGA 771,,4,,2.67,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5440,Intel,,LGA 771,,4,,2.83,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5450,Intel,,LGA 771,,4,,3.0,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5462,Intel,,LGA 771,,4,,2.8,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E5472,Intel,,LGA 771,,4,,3.0,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E7310,Intel,,Socket 604,,4,,1.6,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E7320,Intel,,Socket 604,,4,,2.13,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E7330,Intel,,Socket 604,,4,,2.4,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon E7340,Intel,,Socket 604,,4,,2.4,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon EU80569KJ067N Q9TS,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon EU80569KJ067N SLAN7,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon EU80569KJ067N SLAX2 BX80569X3350 SLAX2,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon EU80569KJ073N Q9TQ,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon EU80569KJ073N SLAN5,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon EU80569KJ073N SLAWZ BX80569X3360 SLAWZ,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon EU80570KJ0806M Q9SZ,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80570KJ0806M SLAPM BX80570E3110 SLAPM,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80573JJ0676M SLANM,Intel,,LGA 1366,,,,,2.667,,,,,,,
